prop30,288
california,133
yesonprop30,90
sfcvote,86
election2012,85
ca,73
yes4ed,72
yeson30,60
education,54
tcot,49
cagov,41
ca26,41
momslachat,39
news,39
sanfrancisco,36
longbeach,34
bakersfield,34
usedtobefree,32
anaheim,31
riverside,29
prop32,29
santaana,26
prop38,25
p2,25
sanjose,24
fb,22
oakland,21
sacramento,21
noon38,21
stockton,20
vote,19
editorial,19
sandiego,19
"",18
prop,18
losangeles,17
taxes,16
teaparty,16
sjelection,15
tlot,15
election,13
proposition,13
fresno,13
tax,12
pepolitics,12
paternit,11
highered,11
cal,11
sf,11
cabudget,11
prop8,11
gobears,11
la,11
csu,10
politics,10
yolovotes,10
proposition30,10
ps,10
ucdavis,10
noon32,10
edu,9
bayarea,9
cop,9
cv,9
lausd,9
rdi,9
believe,9
rdiecono,8
im4prop30,8
ascj,8
masdirin,8
business,8
monterey,8
voteca,8
edchat,7
yeson37,7
gop,7
sdvote,7
lb,7
centralcoast,7
noon30,7
caeducation,7
sfgate,7
ofa,7
santabarbara,7
obama,7
hellyeah,7
obama2012,7
csuf,7
prop3,7
catcot,6
buttevotes,6
local,6
sgp,6
obamacampaignin3words,6
propositions,6
topnews,6
teamfollowback,6
cagop,6
fh2012,6
fr,6
sfsu,5
cdnpoli,5
elexsc,5
dailybreeze,5
usc,5
rccelection,5
irs,5
shocker,5
capropositions,5
jerrybrown,5
ows,5
30,5
bio,5
latimes,5
yeso,4
ocregister,4
capolitics,4
bcali,4
salinas,4
temecula,4
live,4
ihearteducation,4
ccsf,4
scfvote,4
caproposition30,4
electionday,4
rdieconomie,4
ocra,4
caleg,4
gotv,4
cavote,4
marysville,4
excited,4
pllchat,4
im430,4
prop30affectseveryone,4
victorvalley,4
monfort,4
jeunepublic,4
coachella,4
trends,4
voteobama,4
redding,4
immigration,4
hsu,4
humboldtstate,4
everyvotecounts,4
health,4
comptitivit,3
helping,3
congrsps,3
morningbuzz,3
special,3
ucla,3
economy,3
cavoters,3
money,3
trending,3
infographic,3
agriculture,3
forward,3
artsed,3
quikpro,3
nyt,3
college,3
sanluisobispo,3
siliconvalley,3
hesperia,3
labor,3
redlands,3
law,3
usa,3
wccusd,3
orangenews,3
cali,3
students,3
fopol,3
nov6,3
commondreams,3
cfsa,3
pllhalloweenchat,3
camilliontax,3
bull,3
vote2012,3
elections,3
protests,3
nytimes,3
ivoted,3
tech,3
559vote,3
heated,3
uttv,3
p,3
voting,3
2012election,3
duelingpropositions,3
prop39,3
scsnews,3
eastbayteaparty,3
tpp,3
stateofthedistrict,3
ucwradio,2
fingerscrossed,2
commcolle,2
ineed,2
berkvote,2
props,2
polqc,2
ca49,2
calreform,2
inlaithink,2
govote,2
sj,2
motion3,2
argh,2
hsr,2
ele,2
prop37,2
408,2
hollande,2
ktvlvote,2
salestax,2
progress,2
ktvlvotes,2
wepayourway,2
usanews,2
breakingnews,2
collegeaccess,2
edreform,2
commitment2012,2
govbrown,2
lbusd,2
nurses,2
biz,2
uppers,2
caliprobs,2
seniorprobs,2
ttff,2
ca12,2
siguemeytesigo,2
cfa,2
financialaid,2
mammoth,2
paris,2
lieux,2
northstatevotes,2
sanksgod,2
winning,2
gmfoods,2
nonmais,2
geteducated,2
yes,2
abilit,2
32,2
teachers,2
romney,2
ilovebenazir,2
kochtopusbros,2
publiceducation,2
ycot,2
cacot,2
greece,2
sdut,2
edr,2
modesto,2
coopdefrance,2
casen,2
dem,2
coopratives,2
cap,2
