yes4ed,67
california,43
momslachat,40
ca,32
prop38,31
prop30,30
yeson30,22
noon38,21
breaking,20
ktvu2012,20
election2012,13
education,13
sacramento,11
stockton,10
tcot,9
anaheim,9
cv,9
bakersfield,8
riverside,8
vote,8
election,7
taxes,7
santaana,7
longbeach,6
fb,6
forward,5
losangeles,5
sandiego,5
proposition,5
p2,5
cagov,5
sanfrancisco,4
propositions,4
tlot,4
voteca,4
editorial,4
gop,4
la,4
prop32,4
news,4
edu,4
caeducation,4
ocra,4
lb,3
tax,3
teaparty,3
ivoted,3
trends,3
trending,3
ows,3
duelingpropositions,3
cbs47election,3
stateofthedistrict,3
"",3
obama,3
immigration,2
sgp,2
tpp,2
culvercitypatch,2
health,2
bayarea,2
oakland,2
sanjose,2
catcot,2
noon32,2
capolitics,2
yeson37,2
calreform,2
hisd,2
prop,2
proposition38,2
caballotstudy,2
edchat,2
cap,2
irs,2
uppers,2
schools,2
rccelection,2
sdvote,2
casen,2
dem,2
yesonprop30,2
occupy,2
sf,2
prop3,2
gotv,2
geteducated,2
infographic,2
sanluisobispo,2
wepayourway,2
uselections,2
ca12,2
cabudget,2
momlachat,2
independent,2
momslach,2
gmo,2
deathpenalty,2
artsed,2
pepolitics,1
bitterseeds,1
yeson38,1
belatino,1
romney2012,1
dems,1
liberty,1
bastiat,1
twitterparty,1
4moreyrs,1
sacstateasi,1
californiavoters,1
capropositions,1
fieldpoll,1
galaxynoteii,1
pta,1
edwardjamesolmos,1
namiwla,1
edreform,1
power106la,1
106kmel,1
lilkim,1
nov6th,1
slo,1
patch,1
government,1
californiaschools,1
generalelections,1
no,1
redwoodcity,1
mollymunger,1
libertarian,1
latinosvote,1
lotsmoretaxes,1
nerdland,1
tonsofeducationmoney,1
voteartsedca,1
supporteducation,1
aarp,1
yeson30and38,1
n,1
caballotstuddy,1
edchatter,1
voted,1
noon31,1
letmypeoplevote,1
roseville,1
truthmatters,1
norcalvotes,1
green,1
environment,1
prsident,1
labelgmos,1
cwp,1
nwp,1
sdawp,1
38,1
voteobama,1
raisedincometax,1
itsmymoney,1
ca2012,1
ineedit,1
oo,1
elcerritopatch,1
patchelections,1
oaklandschools,1
socccd,1
press,1
eduhttptco1bwpczqv,1
vote2012,1
sjelection,1
votewisely,1
pollsjustclosed,1
sickfucks,1
elexsc,1
peninsulavotes,1
apgova1,1
prop40,1
prop31,1
cvelection,1
piercecollege,1
austincitycouncil,1
fact,1
2012election,1
ievote,1
jerrybrown,1
notax,1
geonpistyle,1
it,1
civique,1
service,1
mission,1
s,1
proposition30,1
politicalads,1
cctimes,1
propparty,1
usfreports,1
edeliberation,1
usballots,1
highered,1
espectaculos,1
prek,1
ece,1
earlyed,1
enld,1
sheeple,1
newyorktimes,1
caschools,1
p21,1
chino,1
props,1
wtf,1
califo,1
lausd,1
campbell,1
damn,1
sfgate,1
google,1
salinas,1
vcstar,1
palosverdes,1
occupyhq,1
opesr,1
business,1
munger,1
monsanto,1
