id,retweet_id,twitter_id,user_id,text,language,screen_name,location,in_reply_to_status_id,in_reply_to_user_id,retweet_user_id,truncated,in_reply_to_screen_name,created_at,retweet_count,lat,lon,profile_image_url,source,retweeted,coordinates,favorited,geo,place,in_reply_to_calc,id,user_id,verified,profile_image_url,geo_enabled,followers_count,protected,location,listed_count,utc_offset,statuses_count,description,friends_count,screen_name,lang,favourites_count,name,url,created_at,time_zone,grabbed,id,user_id,name,screen_name,indices,text,url,expanded_url,display_url,type,entity_id
31912,0,2.57535E+17,19982260,Here is a selection of PSA videos for #proposition37. SHARE THEM! #GMOlabels #Yeson37 #Prop37 http://t.co/hupEH32d,NULL,OrganicConsumer,NULL,NULL,NULL,NULL,0,,10/14/12 17:35,0,NULL,NULL,NULL,HootSuite,0,NULL,0,NULL,NULL,,45,19982260,0,http://a0.twimg.com/profile_images/75080956/twitter_icon_normal.png,0,37640,0,USA,1834,-21600,9254,"Campaigning for health, justice, sustainability, peace and democracy!",5591,OrganicConsumer,en,7,Organic Consumers,http://www.organicconsumer.org/,2/3/09 16:42,Central Time (US & Canada),1,14,19982260,Organic Consumers,OrganicConsumer,"[3, 19]",NULL,NULL,NULL,NULL,mention,19
32129,0,2.57948E+17,19982260,"TAKE ACTION, GET INVOLVED! Please volunteer for #proposition37 #Yeson37 http://t.co/GquObYVp",NULL,OrganicConsumer,NULL,NULL,NULL,NULL,0,,10/15/12 20:56,0,NULL,NULL,NULL,HootSuite,0,NULL,0,NULL,NULL,,45,19982260,0,http://a0.twimg.com/profile_images/75080956/twitter_icon_normal.png,0,37640,0,USA,1834,-21600,9254,"Campaigning for health, justice, sustainability, peace and democracy!",5591,OrganicConsumer,en,7,Organic Consumers,http://www.organicconsumer.org/,2/3/09 16:42,Central Time (US & Canada),1,14,19982260,Organic Consumers,OrganicConsumer,"[3, 19]",NULL,NULL,NULL,NULL,mention,19
32728,0,2.59348E+17,19982260,Can Campaign Ads Turn Voters against #proposition37? http://t.co/QBjNdF5p,NULL,OrganicConsumer,NULL,NULL,NULL,NULL,0,,10/19/12 17:37,0,NULL,NULL,NULL,HootSuite,0,NULL,0,NULL,NULL,,45,19982260,0,http://a0.twimg.com/profile_images/75080956/twitter_icon_normal.png,0,37640,0,USA,1834,-21600,9254,"Campaigning for health, justice, sustainability, peace and democracy!",5591,OrganicConsumer,en,7,Organic Consumers,http://www.organicconsumer.org/,2/3/09 16:42,Central Time (US & Canada),1,14,19982260,Organic Consumers,OrganicConsumer,"[3, 19]",NULL,NULL,NULL,NULL,mention,19
32919,0,2.60125E+17,19982260,Are #proposition37 opponents resorting to fraud? http://t.co/6UvmjmcG,NULL,OrganicConsumer,NULL,NULL,NULL,NULL,0,,10/21/12 21:05,0,NULL,NULL,NULL,HootSuite,0,NULL,0,NULL,NULL,,45,19982260,0,http://a0.twimg.com/profile_images/75080956/twitter_icon_normal.png,0,37640,0,USA,1834,-21600,9254,"Campaigning for health, justice, sustainability, peace and democracy!",5591,OrganicConsumer,en,7,Organic Consumers,http://www.organicconsumer.org/,2/3/09 16:42,Central Time (US & Canada),1,14,19982260,Organic Consumers,OrganicConsumer,"[3, 19]",NULL,NULL,NULL,NULL,mention,19
3434,0,2.6605E+17,16664681,"RT @ChrisMegerian: Associated Press calls a victory for Proposition 35, increasing penalties for human trafficking.",NULL,latimes,NULL,NULL,NULL,NULL,0,,11/7/12 5:29,2,NULL,NULL,NULL,web,0,NULL,0,NULL,NULL,ChrisMegerian,3434,16664681,1,http://a0.twimg.com/profile_images/1894745045/LAT_normal.jpg,1,386593,0,"Los Angeles, CA",14911,-28800,45664,"News from SoCal, California and the world, from the L.A. Times. Staffed by http://latimes.com editors. See http://latimes.com/twitter for other LAT streams.",13938,latimes,en,182,Los Angeles Times,http://latimes.com/,10/9/08 11:07,Pacific Time (US & Canada),1,14,16664681,Los Angeles Times,latimes,"[25, 33]",NULL,NULL,NULL,NULL,mention,20
6132,0,2.62344E+17,16664681,"On Prop. 34 tour, former executioners share their misgivings http://t.co/2UC75img",NULL,latimes,NULL,NULL,NULL,NULL,0,,10/28/12 0:05,0,NULL,NULL,NULL,HootSuite,0,NULL,0,NULL,NULL,,3434,16664681,1,http://a0.twimg.com/profile_images/1894745045/LAT_normal.jpg,1,386593,0,"Los Angeles, CA",14911,-28800,45664,"News from SoCal, California and the world, from the L.A. Times. Staffed by http://latimes.com editors. See http://latimes.com/twitter for other LAT streams.",13938,latimes,en,182,Los Angeles Times,http://latimes.com/,10/9/08 11:07,Pacific Time (US & Canada),1,14,16664681,Los Angeles Times,latimes,"[25, 33]",NULL,NULL,NULL,NULL,mention,20
6653,0,2.66053E+17,16664681,@red310 Prop. 30 is trailing 51.8%-48.2% with less than 20% of precincts reporting. http://t.co/ihn6nkOG,NULL,latimes,NULL,2.66051E+17,162175922,NULL,0,Red310,11/7/12 5:40,0,NULL,NULL,NULL,HootSuite,0,NULL,0,NULL,NULL,,3434,16664681,1,http://a0.twimg.com/profile_images/1894745045/LAT_normal.jpg,1,386593,0,"Los Angeles, CA",14911,-28800,45664,"News from SoCal, California and the world, from the L.A. Times. Staffed by http://latimes.com editors. See http://latimes.com/twitter for other LAT streams.",13938,latimes,en,182,Los Angeles Times,http://latimes.com/,10/9/08 11:07,Pacific Time (US & Canada),1,14,16664681,Los Angeles Times,latimes,"[25, 33]",NULL,NULL,NULL,NULL,mention,20
7039,0,2.66147E+17,16664681,"Breaking: Gov. Brownâ€™s tax plan, Proposition 30, passes, according to Associated Press",NULL,latimes,NULL,NULL,NULL,NULL,0,,11/7/12 11:55,0,NULL,NULL,NULL,web,0,NULL,0,NULL,NULL,,3434,16664681,1,http://a0.twimg.com/profile_images/1894745045/LAT_normal.jpg,1,386593,0,"Los Angeles, CA",14911,-28800,45664,"News from SoCal, California and the world, from the L.A. Times. Staffed by http://latimes.com editors. See http://latimes.com/twitter for other LAT streams.",13938,latimes,en,182,Los Angeles Times,http://latimes.com/,10/9/08 11:07,Pacific Time (US & Canada),1,14,16664681,Los Angeles Times,latimes,"[25, 33]",NULL,NULL,NULL,NULL,mention,20
7497,0,2.66274E+17,16664681,Cal State to rescind tuition increase after Prop. 30 passage http://t.co/krwpYElS,NULL,latimes,NULL,NULL,NULL,NULL,0,,11/7/12 20:18,0,NULL,NULL,NULL,HootSuite,0,NULL,0,NULL,NULL,,3434,16664681,1,http://a0.twimg.com/profile_images/1894745045/LAT_normal.jpg,1,386593,0,"Los Angeles, CA",14911,-28800,45664,"News from SoCal, California and the world, from the L.A. Times. Staffed by http://latimes.com editors. See http://latimes.com/twitter for other LAT streams.",13938,latimes,en,182,Los Angeles Times,http://latimes.com/,10/9/08 11:07,Pacific Time (US & Canada),1,14,16664681,Los Angeles Times,latimes,"[25, 33]",NULL,NULL,NULL,NULL,mention,20
7542,0,2.66287E+17,16664681,"After Proposition 30 victory, UC confirms no midyear tuition hike http://t.co/3sVOiFPR",NULL,latimes,NULL,NULL,NULL,NULL,0,,11/7/12 21:12,0,NULL,NULL,NULL,HootSuite,0,NULL,0,NULL,NULL,,3434,16664681,1,http://a0.twimg.com/profile_images/1894745045/LAT_normal.jpg,1,386593,0,"Los Angeles, CA",14911,-28800,45664,"News from SoCal, California and the world, from the L.A. Times. Staffed by http://latimes.com editors. See http://latimes.com/twitter for other LAT streams.",13938,latimes,en,182,Los Angeles Times,http://latimes.com/,10/9/08 11:07,Pacific Time (US & Canada),1,14,16664681,Los Angeles Times,latimes,"[25, 33]",NULL,NULL,NULL,NULL,mention,20
9760,0,2.6607E+17,16664681,"Breaking: Proposition 36, to ease California three strikes law, passes, Associated Press says #CAvote",NULL,latimes,NULL,NULL,NULL,NULL,0,,11/7/12 6:49,0,NULL,NULL,NULL,HootSuite,0,NULL,0,NULL,NULL,,3434,16664681,1,http://a0.twimg.com/profile_images/1894745045/LAT_normal.jpg,1,386593,0,"Los Angeles, CA",14911,-28800,45664,"News from SoCal, California and the world, from the L.A. Times. Staffed by http://latimes.com editors. See http://latimes.com/twitter for other LAT streams.",13938,latimes,en,182,Los Angeles Times,http://latimes.com/,10/9/08 11:07,Pacific Time (US & Canada),1,14,16664681,Los Angeles Times,latimes,"[25, 33]",NULL,NULL,NULL,NULL,mention,20
11708,0,2.63735E+17,16664681,Anti-sex-trafficking Proposition 35 is surprisingly controversial http://t.co/vSd4SDAt,NULL,latimes,NULL,NULL,NULL,NULL,0,,10/31/12 20:10,0,NULL,NULL,NULL,HootSuite,0,NULL,0,NULL,NULL,,3434,16664681,1,http://a0.twimg.com/profile_images/1894745045/LAT_normal.jpg,1,386593,0,"Los Angeles, CA",14911,-28800,45664,"News from SoCal, California and the world, from the L.A. Times. Staffed by http://latimes.com editors. See http://latimes.com/twitter for other LAT streams.",13938,latimes,en,182,Los Angeles Times,http://latimes.com/,10/9/08 11:07,Pacific Time (US & Canada),1,14,16664681,Los Angeles Times,latimes,"[25, 33]",NULL,NULL,NULL,NULL,mention,20
12448,0,2.68037E+17,16664681,A1: Prop. 30 victory is no cure-all; Republicans in disarray over next step; Details trickle out in Petraeus scandal http://t.co/nRMNlfNe,NULL,latimes,NULL,NULL,NULL,NULL,0,,11/12/12 17:04,0,NULL,NULL,NULL,HootSuite,0,NULL,0,NULL,NULL,,3434,16664681,1,http://a0.twimg.com/profile_images/1894745045/LAT_normal.jpg,1,386593,0,"Los Angeles, CA",14911,-28800,45664,"News from SoCal, California and the world, from the L.A. Times. Staffed by http://latimes.com editors. See http://latimes.com/twitter for other LAT streams.",13938,latimes,en,182,Los Angeles Times,http://latimes.com/,10/9/08 11:07,Pacific Time (US & Canada),1,14,16664681,Los Angeles Times,latimes,"[25, 33]",NULL,NULL,NULL,NULL,mention,20
13173,0,2.66117E+17,16664681,"Breaking: Californiaâ€™s Proposition 32 fails, according to Associated Press. http://t.co/XKWikn3j",NULL,latimes,NULL,NULL,NULL,NULL,0,,11/7/12 9:55,0,NULL,NULL,NULL,web,0,NULL,0,NULL,NULL,,3434,16664681,1,http://a0.twimg.com/profile_images/1894745045/LAT_normal.jpg,1,386593,0,"Los Angeles, CA",14911,-28800,45664,"News from SoCal, California and the world, from the L.A. Times. Staffed by http://latimes.com editors. See http://latimes.com/twitter for other LAT streams.",13938,latimes,en,182,Los Angeles Times,http://latimes.com/,10/9/08 11:07,Pacific Time (US & Canada),1,14,16664681,Los Angeles Times,latimes,"[25, 33]",NULL,NULL,NULL,NULL,mention,20
13672,0,2.66277E+17,16664681,Pasadena City College to add classes after success of Prop. 30 http://t.co/XBg2UMSl,NULL,latimes,NULL,NULL,NULL,NULL,0,,11/7/12 20:31,0,NULL,NULL,NULL,HootSuite,0,NULL,0,NULL,NULL,,3434,16664681,1,http://a0.twimg.com/profile_images/1894745045/LAT_normal.jpg,1,386593,0,"Los Angeles, CA",14911,-28800,45664,"News from SoCal, California and the world, from the L.A. Times. Staffed by http://latimes.com editors. See http://latimes.com/twitter for other LAT streams.",13938,latimes,en,182,Los Angeles Times,http://latimes.com/,10/9/08 11:07,Pacific Time (US & Canada),1,14,16664681,Los Angeles Times,latimes,"[25, 33]",NULL,NULL,NULL,NULL,mention,20
19255,0,2.66085E+17,16664681,"Breaking: Proposition 39, addressing corporate taxes, approved, AP says  #CAvote",NULL,latimes,NULL,NULL,NULL,NULL,0,,11/7/12 7:48,0,NULL,NULL,NULL,HootSuite,0,NULL,0,NULL,NULL,,3434,16664681,1,http://a0.twimg.com/profile_images/1894745045/LAT_normal.jpg,1,386593,0,"Los Angeles, CA",14911,-28800,45664,"News from SoCal, California and the world, from the L.A. Times. Staffed by http://latimes.com editors. See http://latimes.com/twitter for other LAT streams.",13938,latimes,en,182,Los Angeles Times,http://latimes.com/,10/9/08 11:07,Pacific Time (US & Canada),1,14,16664681,Los Angeles Times,latimes,"[25, 33]",NULL,NULL,NULL,NULL,mention,20
24794,0,2.61911E+17,16664681,Prop. 34 support to repeal death penalty in CA surges http://t.co/1HHTIX3P,NULL,latimes,NULL,NULL,NULL,NULL,0,,10/26/12 19:25,0,NULL,NULL,NULL,HootSuite,0,NULL,0,NULL,NULL,,3434,16664681,1,http://a0.twimg.com/profile_images/1894745045/LAT_normal.jpg,1,386593,0,"Los Angeles, CA",14911,-28800,45664,"News from SoCal, California and the world, from the L.A. Times. Staffed by http://latimes.com editors. See http://latimes.com/twitter for other LAT streams.",13938,latimes,en,182,Los Angeles Times,http://latimes.com/,10/9/08 11:07,Pacific Time (US & Canada),1,14,16664681,Los Angeles Times,latimes,"[25, 33]",NULL,NULL,NULL,NULL,mention,20
25491,0,2.52166E+17,16664681,Sandy Banks: Just hold your nose and vote yes on Prop. 30 http://t.co/59NFnKFj,NULL,latimes,NULL,NULL,NULL,NULL,0,,9/29/12 22:01,0,NULL,NULL,NULL,HootSuite,0,NULL,0,NULL,NULL,,3434,16664681,1,http://a0.twimg.com/profile_images/1894745045/LAT_normal.jpg,1,386593,0,"Los Angeles, CA",14911,-28800,45664,"News from SoCal, California and the world, from the L.A. Times. Staffed by http://latimes.com editors. See http://latimes.com/twitter for other LAT streams.",13938,latimes,en,182,Los Angeles Times,http://latimes.com/,10/9/08 11:07,Pacific Time (US & Canada),1,14,16664681,Los Angeles Times,latimes,"[25, 33]",NULL,NULL,NULL,NULL,mention,20
33549,0,2.65686E+17,16664681,"Our guide to the CA propositions: http://t.co/v52tieDf Click the ""Read more"" links for a look at contributions by state, top donors &amp; more.",NULL,latimes,NULL,NULL,NULL,NULL,0,,11/6/12 5:25,0,NULL,NULL,NULL,HootSuite,0,NULL,0,NULL,NULL,,3434,16664681,1,http://a0.twimg.com/profile_images/1894745045/LAT_normal.jpg,1,386593,0,"Los Angeles, CA",14911,-28800,45664,"News from SoCal, California and the world, from the L.A. Times. Staffed by http://latimes.com editors. See http://latimes.com/twitter for other LAT streams.",13938,latimes,en,182,Los Angeles Times,http://latimes.com/,10/9/08 11:07,Pacific Time (US & Canada),1,14,16664681,Los Angeles Times,latimes,"[25, 33]",NULL,NULL,NULL,NULL,mention,20
33787,0,2.65831E+17,16664681,#CAvote polls opening now. Mobile friendly proposition voters guide: http://t.co/ArMHveGm | Times endorsements: http://t.co/Ib5h28VN,NULL,latimes,NULL,NULL,NULL,NULL,0,,11/6/12 15:01,0,NULL,NULL,NULL,HootSuite,0,NULL,0,NULL,NULL,,3434,16664681,1,http://a0.twimg.com/profile_images/1894745045/LAT_normal.jpg,1,386593,0,"Los Angeles, CA",14911,-28800,45664,"News from SoCal, California and the world, from the L.A. Times. Staffed by http://latimes.com editors. See http://latimes.com/twitter for other LAT streams.",13938,latimes,en,182,Los Angeles Times,http://latimes.com/,10/9/08 11:07,Pacific Time (US & Canada),1,14,16664681,Los Angeles Times,latimes,"[25, 33]",NULL,NULL,NULL,NULL,mention,20
4,0,2.67853E+17,241604859,Gov. Brown calls Prop. 30 victory start of a national movement (Calif Voted for Taxes) http://t.co/wTF4bnXQ via @latpoliticsca,NULL,MAK7591,NULL,NULL,NULL,NULL,0,,11/12/12 4:54,0,NULL,NULL,NULL,Tweet Button,0,NULL,0,NULL,NULL,,4,241604859,0,http://a0.twimg.com/profile_images/1765662353/Photo1161_normal.jpg,1,1662,0,Southern California,89,-28800,43832,"Yes I am biological and a Liberal.  I have opinions - http://mak7591.tumblr.com  and I like music.- http://www.youtube.com/user/tunefish6 - I share both

",2002,MAK7591,en,959,Martin A  Kupel,,1/22/11 17:42,Pacific Time (US & Canada),1,15,241604859,Martin A  Kupel,MAK7591,"[3, 11]",NULL,NULL,NULL,NULL,mention,22
4779,0,2.65496E+17,241604859,Prop. 37 - 2012 Voter Guide - Data Desk - Los Angeles Times http://t.co/6MoHqRlg,NULL,MAK7591,NULL,NULL,NULL,NULL,0,,11/5/12 16:50,0,NULL,NULL,NULL,Tweet Button,0,NULL,0,NULL,NULL,,4,241604859,0,http://a0.twimg.com/profile_images/1765662353/Photo1161_normal.jpg,1,1662,0,Southern California,89,-28800,43832,"Yes I am biological and a Liberal.  I have opinions - http://mak7591.tumblr.com  and I like music.- http://www.youtube.com/user/tunefish6 - I share both

",2002,MAK7591,en,959,Martin A  Kupel,,1/22/11 17:42,Pacific Time (US & Canada),1,15,241604859,Martin A  Kupel,MAK7591,"[3, 11]",NULL,NULL,NULL,NULL,mention,22
6150,0,2.62391E+17,241604859,Prop. 32: Labor Fights New Attack on Unions and the 99% in California http://t.co/yfCx9Ojb VOTE NO ON 32,NULL,MAK7591,NULL,NULL,NULL,NULL,0,,10/28/12 3:11,0,NULL,NULL,NULL,Tweet Button,0,NULL,0,NULL,NULL,,4,241604859,0,http://a0.twimg.com/profile_images/1765662353/Photo1161_normal.jpg,1,1662,0,Southern California,89,-28800,43832,"Yes I am biological and a Liberal.  I have opinions - http://mak7591.tumblr.com  and I like music.- http://www.youtube.com/user/tunefish6 - I share both

",2002,MAK7591,en,959,Martin A  Kupel,,1/22/11 17:42,Pacific Time (US & Canada),1,15,241604859,Martin A  Kupel,MAK7591,"[3, 11]",NULL,NULL,NULL,NULL,mention,22
23063,0,2.65647E+17,241604859,Vote NO on Prop 32 - 10 Ways Proposition 32 Would Hurt California and Catapult the Conservative Agenda in the State  http://t.co/bmOYiaHX,NULL,MAK7591,NULL,NULL,NULL,NULL,0,,11/6/12 2:50,0,NULL,NULL,NULL,Tweet Button,0,NULL,0,NULL,NULL,,4,241604859,0,http://a0.twimg.com/profile_images/1765662353/Photo1161_normal.jpg,1,1662,0,Southern California,89,-28800,43832,"Yes I am biological and a Liberal.  I have opinions - http://mak7591.tumblr.com  and I like music.- http://www.youtube.com/user/tunefish6 - I share both

",2002,MAK7591,en,959,Martin A  Kupel,,1/22/11 17:42,Pacific Time (US & Canada),1,15,241604859,Martin A  Kupel,MAK7591,"[3, 11]",NULL,NULL,NULL,NULL,mention,22
3174,0,2.6769E+17,106516018,Gov. Brown calls Prop. 30 victory start of a national movement http://t.co/BOcgOiQI,NULL,LATPoliticsCA,NULL,NULL,NULL,NULL,0,,11/11/12 18:06,0,NULL,NULL,NULL,twitterfeed,0,NULL,0,NULL,NULL,,3174,106516018,0,http://a0.twimg.com/profile_images/2054300181/CApolitics_normal.jpg,1,7997,0,"Sacramento and Los Angeles, CA",528,-28800,3192,The @latimes on politics and government in the Golden State.,45,LATPoliticsCA,en,1,LA Times CA Politics,http://latimes.com/calpolitics,1/19/10 20:34,Pacific Time (US & Canada),1,15,106516018,LA Times CA Politics,LATPoliticsCA,"[125, 139]",NULL,NULL,NULL,NULL,mention,23
3312,0,2.66023E+17,106516018,"Unified against Proposition 32, labor works to get out the vote http://t.co/2NLQmPE0",NULL,LATPoliticsCA,NULL,NULL,NULL,NULL,0,,11/7/12 3:44,0,NULL,NULL,NULL,twitterfeed,0,NULL,0,NULL,NULL,,3174,106516018,0,http://a0.twimg.com/profile_images/2054300181/CApolitics_normal.jpg,1,7997,0,"Sacramento and Los Angeles, CA",528,-28800,3192,The @latimes on politics and government in the Golden State.,45,LATPoliticsCA,en,1,LA Times CA Politics,http://latimes.com/calpolitics,1/19/10 20:34,Pacific Time (US & Canada),1,15,106516018,LA Times CA Politics,LATPoliticsCA,"[125, 139]",NULL,NULL,NULL,NULL,mention,23
6728,0,2.66063E+17,106516018,"Prop. 40, on state Senate districts, passes, per AP http://t.co/FaRn0x9K",NULL,LATPoliticsCA,NULL,NULL,NULL,NULL,0,,11/7/12 6:21,0,NULL,NULL,NULL,twitterfeed,0,NULL,0,NULL,NULL,,3174,106516018,0,http://a0.twimg.com/profile_images/2054300181/CApolitics_normal.jpg,1,7997,0,"Sacramento and Los Angeles, CA",528,-28800,3192,The @latimes on politics and government in the Golden State.,45,LATPoliticsCA,en,1,LA Times CA Politics,http://latimes.com/calpolitics,1/19/10 20:34,Pacific Time (US & Canada),1,15,106516018,LA Times CA Politics,LATPoliticsCA,"[125, 139]",NULL,NULL,NULL,NULL,mention,23
6804,0,2.66072E+17,106516018,"Proposition 36 on three strikes law passes, AP says http://t.co/Nr24EXvJ",NULL,LATPoliticsCA,NULL,NULL,NULL,NULL,0,,11/7/12 6:57,0,NULL,NULL,NULL,twitterfeed,0,NULL,0,NULL,NULL,,3174,106516018,0,http://a0.twimg.com/profile_images/2054300181/CApolitics_normal.jpg,1,7997,0,"Sacramento and Los Angeles, CA",528,-28800,3192,The @latimes on politics and government in the Golden State.,45,LATPoliticsCA,en,1,LA Times CA Politics,http://latimes.com/calpolitics,1/19/10 20:34,Pacific Time (US & Canada),1,15,106516018,LA Times CA Politics,LATPoliticsCA,"[125, 139]",NULL,NULL,NULL,NULL,mention,23
7560,0,2.66296E+17,106516018,"Celebrating Prop. 30 win, Jerry Brown vows to hold line on spending http://t.co/RQtMcsI6",NULL,LATPoliticsCA,NULL,NULL,NULL,NULL,0,,11/7/12 21:47,0,NULL,NULL,NULL,twitterfeed,0,NULL,0,NULL,NULL,,3174,106516018,0,http://a0.twimg.com/profile_images/2054300181/CApolitics_normal.jpg,1,7997,0,"Sacramento and Los Angeles, CA",528,-28800,3192,The @latimes on politics and government in the Golden State.,45,LATPoliticsCA,en,1,LA Times CA Politics,http://latimes.com/calpolitics,1/19/10 20:34,Pacific Time (US & Canada),1,15,106516018,LA Times CA Politics,LATPoliticsCA,"[125, 139]",NULL,NULL,NULL,NULL,mention,23
9460,0,2.65984E+17,106516018,Proposition 36 and prison overcrowding http://t.co/NVuIGjrF,NULL,LATPoliticsCA,NULL,NULL,NULL,NULL,0,,11/7/12 1:08,0,NULL,NULL,NULL,twitterfeed,0,NULL,0,NULL,NULL,,3174,106516018,0,http://a0.twimg.com/profile_images/2054300181/CApolitics_normal.jpg,1,7997,0,"Sacramento and Los Angeles, CA",528,-28800,3192,The @latimes on politics and government in the Golden State.,45,LATPoliticsCA,en,1,LA Times CA Politics,http://latimes.com/calpolitics,1/19/10 20:34,Pacific Time (US & Canada),1,15,106516018,LA Times CA Politics,LATPoliticsCA,"[125, 139]",NULL,NULL,NULL,NULL,mention,23
9471,0,2.66E+17,106516018,The nonconformists behind Proposition 37 http://t.co/rs6RWHRC,NULL,LATPoliticsCA,NULL,NULL,NULL,NULL,0,,11/7/12 2:10,0,NULL,NULL,NULL,twitterfeed,0,NULL,0,NULL,NULL,,3174,106516018,0,http://a0.twimg.com/profile_images/2054300181/CApolitics_normal.jpg,1,7997,0,"Sacramento and Los Angeles, CA",528,-28800,3192,The @latimes on politics and government in the Golden State.,45,LATPoliticsCA,en,1,LA Times CA Politics,http://latimes.com/calpolitics,1/19/10 20:34,Pacific Time (US & Canada),1,15,106516018,LA Times CA Politics,LATPoliticsCA,"[125, 139]",NULL,NULL,NULL,NULL,mention,23
16796,0,2.66288E+17,106516018,"California death penalty repeal, Proposition 34, rejected http://t.co/poRZUrSm",NULL,LATPoliticsCA,NULL,NULL,NULL,NULL,0,,11/7/12 21:16,0,NULL,NULL,NULL,twitterfeed,0,NULL,0,NULL,NULL,,3174,106516018,0,http://a0.twimg.com/profile_images/2054300181/CApolitics_normal.jpg,1,7997,0,"Sacramento and Los Angeles, CA",528,-28800,3192,The @latimes on politics and government in the Golden State.,45,LATPoliticsCA,en,1,LA Times CA Politics,http://latimes.com/calpolitics,1/19/10 20:34,Pacific Time (US & Canada),1,15,106516018,LA Times CA Politics,LATPoliticsCA,"[125, 139]",NULL,NULL,NULL,NULL,mention,23
16915,0,2.65631E+17,106516018,Jerry Brown makes retail pitch for Proposition 30 http://t.co/nTpr7w2f,NULL,LATPoliticsCA,NULL,NULL,NULL,NULL,0,,11/6/12 1:46,0,NULL,NULL,NULL,twitterfeed,0,NULL,0,NULL,NULL,,3174,106516018,0,http://a0.twimg.com/profile_images/2054300181/CApolitics_normal.jpg,1,7997,0,"Sacramento and Los Angeles, CA",528,-28800,3192,The @latimes on politics and government in the Golden State.,45,LATPoliticsCA,en,1,LA Times CA Politics,http://latimes.com/calpolitics,1/19/10 20:34,Pacific Time (US & Canada),1,15,106516018,LA Times CA Politics,LATPoliticsCA,"[125, 139]",NULL,NULL,NULL,NULL,mention,23
21433,0,2.63081E+17,106516018,Prop. 32 supporters link unions to UC Davis pepper-spraying http://t.co/kLlE9kDk,NULL,LATPoliticsCA,NULL,NULL,NULL,NULL,0,,10/30/12 0:54,0,NULL,NULL,NULL,twitterfeed,0,NULL,0,NULL,NULL,,3174,106516018,0,http://a0.twimg.com/profile_images/2054300181/CApolitics_normal.jpg,1,7997,0,"Sacramento and Los Angeles, CA",528,-28800,3192,The @latimes on politics and government in the Golden State.,45,LATPoliticsCA,en,1,LA Times CA Politics,http://latimes.com/calpolitics,1/19/10 20:34,Pacific Time (US & Canada),1,15,106516018,LA Times CA Politics,LATPoliticsCA,"[125, 139]",NULL,NULL,NULL,NULL,mention,23
22141,0,2.66055E+17,106516018,"Proposition 35, on human trafficking, passes, per AP http://t.co/JlHNV8rJ",NULL,LATPoliticsCA,NULL,NULL,NULL,NULL,0,,11/7/12 5:49,0,NULL,NULL,NULL,twitterfeed,0,NULL,0,NULL,NULL,,3174,106516018,0,http://a0.twimg.com/profile_images/2054300181/CApolitics_normal.jpg,1,7997,0,"Sacramento and Los Angeles, CA",528,-28800,3192,The @latimes on politics and government in the Golden State.,45,LATPoliticsCA,en,1,LA Times CA Politics,http://latimes.com/calpolitics,1/19/10 20:34,Pacific Time (US & Canada),1,15,106516018,LA Times CA Politics,LATPoliticsCA,"[125, 139]",NULL,NULL,NULL,NULL,mention,23
22434,0,2.66114E+17,106516018,"Voters reject Proposition 32, AP says http://t.co/4GKoU7sN",NULL,LATPoliticsCA,NULL,NULL,NULL,NULL,0,,11/7/12 9:44,0,NULL,NULL,NULL,twitterfeed,0,NULL,0,NULL,NULL,,3174,106516018,0,http://a0.twimg.com/profile_images/2054300181/CApolitics_normal.jpg,1,7997,0,"Sacramento and Los Angeles, CA",528,-28800,3192,The @latimes on politics and government in the Golden State.,45,LATPoliticsCA,en,1,LA Times CA Politics,http://latimes.com/calpolitics,1/19/10 20:34,Pacific Time (US & Canada),1,15,106516018,LA Times CA Politics,LATPoliticsCA,"[125, 139]",NULL,NULL,NULL,NULL,mention,23
23414,0,2.656E+17,106516018,Brown joins Sacramento union leaders for Proposition 30 pitch http://t.co/OxveO0iY,NULL,LATPoliticsCA,NULL,NULL,NULL,NULL,0,,11/5/12 23:41,0,NULL,NULL,NULL,twitterfeed,0,NULL,0,NULL,NULL,,3174,106516018,0,http://a0.twimg.com/profile_images/2054300181/CApolitics_normal.jpg,1,7997,0,"Sacramento and Los Angeles, CA",528,-28800,3192,The @latimes on politics and government in the Golden State.,45,LATPoliticsCA,en,1,LA Times CA Politics,http://latimes.com/calpolitics,1/19/10 20:34,Pacific Time (US & Canada),1,15,106516018,LA Times CA Politics,LATPoliticsCA,"[125, 139]",NULL,NULL,NULL,NULL,mention,23
25137,0,2.50304E+17,106516018,Business group endorses Proposition 30 tax measure http://t.co/qkVlDOaz,NULL,LATPoliticsCA,NULL,NULL,NULL,NULL,0,,9/24/12 18:39,0,NULL,NULL,NULL,twitterfeed,0,NULL,0,NULL,NULL,,3174,106516018,0,http://a0.twimg.com/profile_images/2054300181/CApolitics_normal.jpg,1,7997,0,"Sacramento and Los Angeles, CA",528,-28800,3192,The @latimes on politics and government in the Golden State.,45,LATPoliticsCA,en,1,LA Times CA Politics,http://latimes.com/calpolitics,1/19/10 20:34,Pacific Time (US & Canada),1,15,106516018,LA Times CA Politics,LATPoliticsCA,"[125, 139]",NULL,NULL,NULL,NULL,mention,23
