deathpenalty,57
california,40
prop34,34
ca,27
yeson34,20
barackobama,20
wethepeople,20
election2012,18
death,10
vote,10
p2,9
cv,9
bakersfield,9
follow,8
news,7
riverside,6
gmo,6
latimes,6
sacramento,6
santaana,6
myfaithmyvote,5
muslimvote,5
obama2012,5
tcot,5
anaheim,5
propositions,5
editorial,5
civicdutysweat,5
masdirin,4
"",4
abc15vote,4
longbeach,4
sanfrancisco,4
election,4
ivoted,4
oakland,3
sandiego,3
video,3
voteobama,3
bayarea,3
sanjose,3
props,3
ows,3
lgbt,3
tlot,3
prop3,3
voteno34,3
stockton,3
marin,3
votemaven,3
safeca,3
obama,3
yes,3
nodeathpenalty,3
rt,2
forward,2
law,2
toomuchdoubt,2
fb,2
lb,2
34,2
proposition34,2
prop38,2
pleasanthill,2
prop30,2
deathp,2
noon32,2
prolife,2
ocra,2
michigan,2
roorxn,2
prop2,2
prop4,2
prop,2
gay,2
otherlawsthatpassed,2
lwop,2
ca49,2
independent,2
food,2
califo,1
electioncoverage,1
lincolnunites,1
losangeles,1
prop6,1
prop5,1
voting,1
halo4,1
foward,1
aclu,1
the13thstate,1
sgp,1
tpp,1
gop,1
teaparty,1
indyvote,1
reform,1
occupy,1
tyt,1
oo,1
lilkim,1
calivoters,1
technology,1
tech,1
cuba,1
usa,1
eeuu,1
patchelections,1
lastminuterecap,1
deathpenatly,1
whatashame,1
voterguide,1
enddeathpenalty,1
fail,1
humanrights,1
question,1
106kmel,1
36,1
beintheknow,1
propparty,1
power106la,1
studying,1
gnerosmab,1
health,1
samesexmarriage,1
i,1
berkvotes,1
measures,1
rape,1
alnews,1
usa2012at,1
monterey,1
passit,1
endthedeathpenalty,1
amnestyclub,1
redding,1
tr,1
dpic,1
usa2012,1
infowars,1
deathrow,1
smh,1
cvelection,1
ocregister,1
gotv,1
independents,1
amazing,1
catholic,1
tomyfutureson,1
namiwla,1
fieldpoll,1
ad,1
brand,1
green,1
californias,1
right,1
yes34,1
teachban2012,1
alwaystoomuchdoubt,1
vcstar,1
lappl,1
caprop34,1
democrat,1
la,1
sfsu,1
californialaw,1
senat,1
jvp,1
santaclarita,1
enld,1
usballots,1
caright2know,1
reform3strikes,1
stayawaysextraffickers,1
keepthedeathpenalty,1
momoney4schools,1
bzh,1
yeson36,1
noon37,1
bankruptstate,1
wasted,1
generation,1
y,1
st34,1
afsp2013,1
otterprops,1
proposition,1
nov6th,1
capropositions,1
30,1
vote2012,1
32,1
generalelection,1
prisonindustrialcomplex,1
pri,1
mythighneedssaving,1
capitalpunishment,1
electionus,1
google,1
followerpower,1
nexus4,1
lg,1
proposition123456789,1
voted,1
catholics,1
yeson30,1
yeson37,1
